"Bezeichnung (singular)","Bezeichnung (plural)","Version","Beschreibung","Daten-Profil Typ","Tabellen-Name","Reihenfolge","Symbol","Reorgzeiten konfigurieren","API-Name","Eltern Daten-Profil","Erstellt am","Erstellt von","Geändert am","Geändert von"
"Abrechnungsprotokoll","Abrechnungsprotokolle","","","Bewegungsdaten","billing_protocol","","$plx-billing-data","Nein","billing-protocol","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"ADR","ADR","","","Stammdaten","51abbd","","","Nein","","Gefahrrechtliche Grundlage","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Adresse","Adressen","","","Bewegungsdaten","address_data","1","mdi-home-city-outline","Nein","address-data","Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Adresse","Adressen","","","Bewegungsdaten","customs_address","","mdi-home-city-outline","Nein","customs-address","Verzollung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Adresse","Adressen","","","Bewegungsdaten","freight_address","0","mdi-home-city-outline","Nein","freight-address","Ladung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Adresse","Adressen","","","Bewegungsdaten","tour_address","0","mdi-home-city-outline","Nein","tour-address","Tour","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Adresse (Auftragsmatrix)","Adressen (Auftragsmatrix)","","","Stammdaten","order_matrix_address","1","mdi-home-city-outline","Nein","order-matrix-address","Matrix (Auftrag)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Adressestamm","Adressestämme","","","Stammdaten","address_master","0","mdi-home-city-outline","Nein","address-master","Buchungskreis Adressstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Aktion","Aktionen","","","Stammdaten","order_pool_action","1","mdi-movie-open-play","Nein","order-pool-action","Pool (Auftrag)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Aktion","Aktionen","","","Stammdaten","task_pool_action","1","mdi-movie-open-play","Nein","task-pool-action","Pool (Vorgang)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Aktion","Aktionen","","","Stammdaten","trigger_action_stock_qualification","3","mdi-movie-open-play-outline","Nein","trigger-action-stock-qualification","Aktionstrigger","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Aktionstrigger","Aktionstrigger","","","Stammdaten","trigger_action","11","mdi-alpha-a-circle","Nein","trigger-action","Profil (Bestandsarten)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Bewegungsdaten","task_attachment","2","mdi-folder-open-outline","Nein","task-attachment","Vorgang","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Stammdaten","vehicle_master_attachment","","mdi-folder-open-outline","Nein","vehicle-master-attachment","Stamm (Fahrzeug)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Bewegungsdaten","handling_unit_attachment","2","mdi-folder-open-outline","Nein","handling-unit-attachment","Handling-Unit","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Bewegungsdaten","order_attachment","2","mdi-folder-open-outline","Nein","order-attachment","Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Bewegungsdaten","freight_attachment","3","mdi-folder-open-outline","Nein","freight-attachment","Ladung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Stammdaten","transport_operator_attachment","1","mdi-folder-open-outline","Nein","transport-operator-attachment","Stamm (Unternehmer)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Bewegungsdaten","tour_attachment","","mdi-folder-open-outline","Nein","tour-attachment","Tour","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anhang","Anhänge","","","Stammdaten","item_master_attachment","","mdi-folder-open-outline","Nein","item-master-attachment","Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anrede","Anreden","","","Stammdaten","salutation","4","mdi-human-male-female","Nein","salutation","Buchungskreis Adressstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Anzeige (Bestandsmerkmale)","Anzeigen (Bestandsmerkmale)","","","Stammdaten","stock_characteristics_display","1","mdi-cellphone-text","Nein","stock-characteristics-display","Profil (Bestandsmerkmal)","28.07.2026 14:34:21 Uhr","","29.07.2026 09:54:29 Uhr","Bente Wittern"
"Arbeitszone","Arbeitszonen","","","Stammdaten","working_area","","mdi-select-marker","Nein","working-area","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Auftrag)","Arten (Auftrag)","","","Stammdaten","order_sub_type","3","mdi-format-list-bulleted-type","Nein","order-sub-type","Buchungskreis Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Auftragsposition)","Arten (Auftragsposition)","","","Stammdaten","order_position_sub_type","7","mdi-format-list-bulleted-type","Nein","order-position-sub-type","Buchungskreis Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Bestand)","Arten (Bestand)","","","Stammdaten","stock_sub_type","7","mdi-tag-multiple-outline","Nein","stock-sub-type","Buchungskreis Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Fracht)","Arten (Fracht)","","","Stammdaten","freight_sub_type","12","mdi-plane-train","Nein","freight-sub-type","Buchungskreis Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Artikelkategorie","Artikelkategorien","","","Stammdaten","task_evaluation_item_category","5","mdi-select-group","Nein","task-evaluation-item-category","Vorgangseinstufung II","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Artikelstamm","Artikelstämme","","","Stammdaten","item_master","0","style","Nein","item-master","Buchungskreis Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Seriennummer)","Arten (Seriennummer)","","","Stammdaten","type_serial_number","","mdi-key-change","Nein","type-serial-number","Profil (Seriennummer)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Versand)","Arten (Versand)","","","Stammdaten","shipping_sub_type","11","toll","Nein","shipping-sub-type","Buchungskreis Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Art (Vorgang)","Arten (Vorgang)","","","Stammdaten","task_sub_type","2","mdi-format-list-bulleted-type","Nein","task-sub-type","Buchungskreis Vorgang","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Auftrag","Aufträge","","","Bewegungsdaten","order_head","","$plx-orders","Ja","order-head","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Auftragswelle","Auftragswellen","","","Bewegungsdaten","order_wave","","mdi-waves","Nein","order-wave","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Auftragszonierung","Auftragszonierungen","","","Stammdaten","locating_search_order_zoning","","mdi-grid-large","Nein","locating-search-order-zoning","Lokationssuche","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Base Message","Base Messages","","","Stammdaten","base_message","","","Nein","base-message","Basiskonfiguration","07.09.2026 23:29:30 Uhr","Shashank Dixit","07.09.2026 23:29:30 Uhr","Shashank Dixit"
"Basiskonfiguration","Basiskonfigurationen","","","Stammdaten","base_config","","$plx-base-configuration","Nein","base-config","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Basisversandart","Basisversandarten","","","Stammdaten","base_shipping_type","","$plx-base-shipping-data","Nein","base-shipping-type","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Beförderungskategorie","Beförderungskategorien","","","Stammdaten","hazard_transportation_categories","18","$plx-transport-categories","Nein","hazard-transportation-categories","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Begrenzer","Begrenzer","","","Stammdaten","limiter","","mdi-vector-link","Nein","limiter","Gruppe (Begrenzer)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Beleg","Belege","","","Bewegungsdaten","receipt","","mdi-receipt-text-outline","Nein","receipt","Inventur","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandskonto","Bestandskonten","","","Stammdaten","f672af","0","mdi-scale-balance","Nein","","Buchungskreis Lademittelkonto","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsmerkmalvalidierung","Bestandsmerkmalvalidierungen","","","Stammdaten","inventory_characteristic_validation","0","mdi-eye-check-outline","Nein","inventory-characteristic-validation","Profil (Bestandsmerkmal)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsprotokoll","Bestandsprotokolle","","","Bewegungsdaten","733fc9","","mdi-sigma","Nein","","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Bewegungsdaten","quant_stock_qualification","","mdi-tag-multiple-outline","Nein","quant-stock-qualification","Quant","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Bewegungsdaten","f26712","","mdi-tag-multiple-outline","Nein","","Bestandsprotokoll","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Bewegungsdaten","allocation_stock_qualification","1","mdi-tag-multiple-outline","Nein","allocation-stock-qualification","Zuteilung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Bewegungsdaten","task_stock_qualification","0","mdi-tag-multiple-outline","Nein","task-stock-qualification","Position","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Stammdaten","stock_qualification","","mdi-tag-multiple-outline","Nein","stock-qualification","Art (Bestand)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Stammdaten","reservation_run_stock_qualification","","mdi-tag-multiple-outline","Nein","reservation-run-stock-qualification","Durchlauf","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Stammdaten","allocation_type_stock_qualification","2","mdi-tag-multiple-outline","Nein","allocation-type-stock-qualification","Typ (Zuteilung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsqualifikation","Bestandsqualifikationen","","","Bewegungsdaten","order_position_stock_qualification","3","mdi-tag-multiple-outline","Nein","order-position-stock-qualification","Position","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bestandsregel","Bestandsregeln","","","Stammdaten","replenishment_rule","3","mdi-resize","Nein","replenishment-rules","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bezeichner (Daten)","Bezeichner (Daten)","","","Stammdaten","application_identifier","4","mdi-code-tags","Nein","application-identifier","Basiskonfiguration","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bezeichner (Referenz)","Bezeichner (Referenz)","","","Stammdaten","identifier_reference","5","mdi-clipboard-text-clock-outline","Nein","identifier-reference","Basiskonfiguration","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bild","Bilder","","","Stammdaten","vas_image","","mdi-panorama-outline","Nein","vas-image","Stamm (VAS)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Bild","Bilder","","","Stammdaten","vas_step_image","","mdi-panorama-outline","Nein","vas-step-image","VAS-Schritt","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Abrechnung","Buchungskreise Abrechnung","","","Stammdaten","accounting_area_billing","","$plx-billing-data","Nein","accounting-area-billing","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Adressstamm","Buchungskreise Adressestamm","","","Stammdaten","accounting_area_addresses","","$plx-accounting-area-addresses","Nein","accounting-area-addresses","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Artikelstamm","Buchungskreise Artikelstamm","","","Stammdaten","accounting_area_item_master","","$plx-accounting-area-item-master","Nein","accounting-area-item-master","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Auftrag","Buchungskreise Auftrag","","","Stammdaten","accounting_area_order_handling","","$plx-accounting-area-order-handling","Nein","accounting-area-order-handling","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Auftragswelle","Buchungskreise Auftragswelle","","","Stammdaten","accounting_area_order_wave","","$plx-accounting-area-order-wave","Nein","accounting-area-order-wave","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Disposition","Buchungskreise Disposition","","","Stammdaten","accounting_area_scheduling","","$plx-accounting-area-scheduling","Nein","accounting-area-scheduling","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Handling-Unit","Buchungskreise Handling-Unit","","","Stammdaten","accounting_area_handling_unit","","$plx-accounting-area-handling-unit","Nein","accounting-area-handling-unit","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Lademittelkonto","Buchungskreise Lademittelkonto","","","Stammdaten","accounting_area_loading_equipment_account","","$plx-accounting-area-loading-equipment","Nein","accounting-area-loading-equipment-account","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Lagertopologie","Buchungskreise Lagertopologie","","","Stammdaten","accounting_area_storage_topology","","$plx-storage-topology","Nein","accounting-area-storage-topology","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Tour/Ladung","Buchungskreise Tour/Ladung","","","Stammdaten","accounting_area_loading","","$plx-accounting-area-loading","Nein","accounting-area-loading","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Vorgang","Buchungskreise Vorgang","","","Stammdaten","accounting_area_task_handling","","$plx-accounting-area-task-handling","Nein","accounting-area-task-handling","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungskreis Zoll","Buchungskreise Zoll","","","Stammdaten","accounting_area_customs","","$plx-customs","Nein","accounting-area-customs","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Buchungsmatrix","Buchungsmatrix","","","Stammdaten","stock_qualification_booking_matrix","1","mdi-map-marker-distance","Nein","stock-qualification-booking-matrix","Profil (Bestandsarten)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"CAS-Nummer","CAS-Nummern","","","Stammdaten","cas_number","5","$plx-cas-numbers","Nein","cas-number","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Catch Weight","Catch Weights","","","Bewegungsdaten","allocation_catch_weight","4","mdi-weight","Nein","allocation-catch-weight","Zuteilung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Catch Weight","Catch Weights","","","Bewegungsdaten","order_position_catch_weight","6","mdi-weight","Nein","order-position-catch-weight","Position","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Cluster (Platz)","Cluster (Platz)","","","Stammdaten","storage_location_sort","4","mdi-arrange-bring-forward","Nein","storage-location-sort","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Cluster (Ressource)","Cluster (Ressource)","","","Stammdaten","cluster_resource","9","mdi-table-furniture","Nein","cluster-resource","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Cluster (Routing)","Cluster (Routing)","","","Stammdaten","cluster_routing","11","mdi-map-marker-distance","Nein","cluster-routing","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Cluster (Zone)","Cluster (Zone)","","","Stammdaten","storage_zone_sort","1","mdi-home-group","Nein","storage-zone-sort","Buchungskreis Lagertopologie","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"DataMatrix Codes","","","","Stammdaten","0e62ad","","","Nein","","Mandant","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Datei","Dateien","","","Stammdaten","vas_step_file","","mdi-file-cabinet","Nein","vas-step-file","VAS-Schritt","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Datei","Dateien","","","Stammdaten","vas_file","","mdi-file-cabinet","Nein","vas-file","Stamm (VAS)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Datenbezeichnerprofileintrag","Datenbezeichnerprofileinträge","","","Stammdaten","application_identifier_profil_entry","","mdi-table-of-contents","Nein","application-identifier-profil-entry","Profil (GS1)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Durchlauf","Durchläufe","","","Stammdaten","reservation_run","3","mdi-reload","Nein","reservation-run","Typ (Zuteilung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Durchlauf","Durchläufe","","","Stammdaten","task_evaluation_iteration","0","mdi-reload","Nein","task-evaluation-iteration","Vorgangseinstufung II","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Durchlauf","Durchläufe","","","Stammdaten","273434","","mdi-reload","Nein","","Lokationsoptimierung (Defragmentieren)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Durchlauf (Matrix)","Durchläufe (Matrix)","","","Stammdaten","matrix_group","1","mdi-table-multiple","Nein","matrix-group","Buchungskreis Auftrag","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"EG-Nummer","EG-Nummern","","","Stammdaten","er_number","6","$plx-ec-numbers","Nein","er-number","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Einheit (Abrechnung)","Einheiten (Abrechnung)","","","Stammdaten","billing_unit","4","mdi-cash-register","Nein","billing-unit","Buchungskreis Abrechnung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Einheit (Gebinde)","Einheiten (Gebinde)","","","Stammdaten","bundling_unit","2","mdi-shipping-pallet","Nein","bundling-unit","Buchungskreis Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Einheit (Mengen)","Einheiten (Mengen)","","","Stammdaten","quantity_unit","1","mdi-ruler","Nein","quantity-unit","Buchungskreis Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Einheit (Zoll)","Einheiten (Zoll)","","","Stammdaten","customs_quantity_units","8","mdi-ruler","Nein","customs-quantity-units","Buchungskreis Zoll","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Fach","Fächer","","","Stammdaten","compartment","1","mdi-focus-field-horizontal","Nein","compartment","Zone","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Feinrelation","Feinrelationen","","","Stammdaten","fine_relation","","mdi-image-filter-center-focus","Nein","fine-relation","Grobrelation","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Feld","Felder","","","Stammdaten","storage_location_field","9","mdi-focus-field","Nein","storage-location-field","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Filter","Filter","","","Stammdaten","locating_search_filter","1","mdi-filter-variant","Nein","locating-search-filter","Sortierung (Lokationssuche)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Filter","Filter","","","Stammdaten","task_ordering_filter","","mdi-filter-variant","Nein","task-ordering-filter","Sortierung (Vorgang)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Fixe/Dynamische HU-Zuordnung","Fixe/Dynamische HU-Zuordnungen","","","Stammdaten","compartment_hu_assignment","0","mdi-view-quilt","Nein","compartment-hu-assignment","Typ (Fach)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Fixe/Dynamische HU-Zuordnung","Fixe/Dynamische HU-Zuordnungen","","","Stammdaten","storage_location_hu_assignment","2","mdi-view-quilt","Nein","storage-location-hu-assignment","Typ (Platz)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Fixe HU-Zuordnung (ohne Raster)","Fixe HU-Zuordnung (ohne Raster)","","","Stammdaten","handling_unit_location_assignment","1","mdi-view-stream","Nein","handling-unit-location-assignment","Typ (Platz)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Frachtstück","Frachtstücke","","","Bewegungsdaten","freight_pieces","","mdi-package-variant-closed-check","Nein","freight-pieces","Ladeziel","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Frankatur","Frankaturen","","","Stammdaten","delivery_terms","","$plx-postage-types","Nein","delivery-terms","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gang","Gänge","","","Stammdaten","aisle","10","mdi-road-variant","Nein","aisle","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gang / Regal","Gänge / Regale","","","Stammdaten","task_evaluation_location_shelve","","mdi-road-variant","Nein","task-evaluation-location-shelve","Vorgangseinstufung II","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrengrad","Gefahrengrade","","","Stammdaten","degree_of_hazard","8","$plx-degree-of-hazard","Nein","degree-of-hazard","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrenklasse","Gefahrenklassen","","","Stammdaten","danger_class","1","$plx-danger-classes","Nein","danger-class","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrgutklasse","Gefahrgutklassen","","","Stammdaten","dangerous_goods_class","0","$plx-dangerous-goods-classes","Nein","dangerous-goods-class","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrgutklassifizierung","Gefahrgutklassifizierungen","","","Stammdaten","dangerous_goods_classification","3","$plx-dangerous-goods-classifications","Nein","dangerous-goods-classification","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrnummer","Gefahrnummern","","","Stammdaten","hazard_identification_number","2","$plx-hazard-identification-numbers","Nein","hazard-identification-number","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrrechtliche Grundlage","Gefahrrechtliche Grundlagen","","","Stammdaten","legal_basis_hazards","","api","Nein","legal-basis-hazards","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gefahrstoffkennzeichnung","Gefahrstoffkennzeichnungen","","","Stammdaten","ghs_labelling","4","$plx-ghs-labelling","Nein","ghs-labelling","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Grobrelation","Grobrelationen","","","Stammdaten","coarse_relation","1","mdi-image-filter-center-focus-strong","Nein","coarse-relation","Buchungskreis Tour/Ladung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Grund (Retouren)","Gründe (Retouren)","","","Stammdaten","return_delivery_reason","","mdi-sticker-text","Nein","return-delivery-reason","Profil (Retoure)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gruppe (Abrechnung)","Gruppen (Abrechnung)","","","Stammdaten","billing_group","2","mdi-cash-multiple","Nein","billing-group","Buchungskreis Abrechnung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gruppe (Adressaktion)","Gruppen (Adressaktion)","","","Stammdaten","address_group","3","mdi-alpha-a-box-outline","Nein","address-group","Buchungskreis Adressstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gruppe (Artikelaktion)","Gruppen (Artikelaktion)","","","Stammdaten","action_group_item","6","mdi-alpha-a-box-outline","Nein","action-group-item","Buchungskreis Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gruppe (Begrenzer)","Gruppen (Begrenzer)","","","Stammdaten","limiter_group","15","mdi-car-speed-limiter","Nein","limiter-group","Standort","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gruppe (Freigabe)","Gruppen (Freigabe)","","","Stammdaten","task_release_group","8","mdi-movie-open-settings-outline","Nein","task-release-group","Buchungskreis Vorgang","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Gruppe (Ware)","Gruppen (Ware)","","","Stammdaten","commodity_grouping","5","mdi-numeric-1-box-multiple-outline","Nein","commodity-grouping","Buchungskreis Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"GTIN-Stamm","GTIN-Stämme","","","Stammdaten","gtin_master","1","mdi-animation","Nein","gtin-master","Artikelstamm","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Handling Unit","Handling Units","","","Bewegungsdaten","order_position_handling_unit","5","mdi-package-variant-closed","Nein","order-position-handling-unit","Position","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Handling Unit","Handling Units","","","Bewegungsdaten","allocation_handling_unit","3","mdi-package-variant-closed","Nein","allocation-handling-unit","Zuteilung","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"Handling-Unit","Handling-Units","","","Bewegungsdaten","handling_unit","","$plx-handling-units","Ja","handling-unit","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"H-Satz","H-Sätze","","","Stammdaten","h_statements","9","$plx-h-statements","Nein","h-statements","","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"HU-Belegungsmuster","HU-Belegungsmuster","","","Stammdaten","occupancy_pattern","2","mdi-axis-arrow","Nein","occupancy-pattern","Profil (Belegungsvaldierung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"HU-Daten Validierung","HU Daten Validierungen","","","Stammdaten","pack_hu_data_validation","","mdi-eye-check-outline","Nein","pack-hu-data-validation","Profil (Verpackung)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
"HU-Gebinde-Zuordnung","HU-Gebinde-Zuordnungen","","","Stammdaten","handling_unit_binding_structure_assignment","0","mdi-shipping-pallet","Nein","handling-unit-binding-structure-assignment","Typ (HU-Suche)","28.07.2026 14:34:21 Uhr","","28.07.2026 14:34:21 Uhr",""
